Jurisdiction of Occurrence,Week Ending Date,Week Ending Date,All Cause,Natural Cause,Septicemia,Malignant neoplasms,Diabetes mellitus,Alzheimer disease,Influenza and pneumonia,Chronic lower respiratory diseases,Other diseases of respiratory system,"Nephritis, nephrotic syndrome and nephrosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",Diseases of heart,Cerebrovascular diseases,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death),Population
Ohio,2023,3,86.64,78.68,1.5,16.54,2.6,3.36,1.03,4.4,1.66,1.77,1.3699999999999999,19.11,4.890000000000001,2.9000000000000004,1.84,47143740
Ohio,2023,4,105.35,94.81,1.58,19.91,3.56,3.38,1.55,5.45,1.86,1.75,1.75,23.54,5.83,2.88,1.6800000000000002,58929675
Ohio,2023,5,80.99000000000001,73.13,1.19,15.74,2.63,2.9000000000000004,0.92,4.04,1.67,1.49,1.62,17.490000000000002,4.4,1.25,0.74,47143740
Ohio,2023,6,79.5,72.10000000000001,1.15,15.98,2.45,3.03,0.8200000000000001,4.17,1.55,1.46,2.32,17.24,4.73,0.9199999999999999,0.59,47143740
Ohio,2023,7,96.17,88.53999999999999,1.3599999999999999,19.58,3.04,3.39,1.06,4.89,1.94,1.75,4.640000000000001,20.630000000000003,5.51,0.67,0.14,58929675
Ohio,2023,8,75.62,71.64999999999999,1.24,15.77,2.31,3.01,0.73,3.35,1.6400000000000001,1.3599999999999999,6.08,15.309999999999999,4.17,0.68,0.49,47143740
Ohio,2023,9,41.47,40.59,0.51,9.11,1.02,1.6800000000000002,0.51,2.09,0.76,0.5700000000000001,5.23,7.71,2.56,0.78,0.54,35357805
Oklahoma,2023,1,91.64,83.01,0.0,14.129999999999999,2.81,3.12,1.73,6.34,0.0,0.69,0.0,26.07,3.4299999999999997,6.21,3.9099999999999997,16215296
Oklahoma,2023,2,83.93,76.08,0.0,15.2,2.4899999999999998,2.95,0.96,6.21,0.0,0.5700000000000001,1.81,22.57,3.27,4.04,2.17,16215296
Oklahoma,2023,3,82.44,75.41,0.39,14.24,2.54,2.65,1.17,5.08,0.6,0.52,3.7,22.12,3.71,3.33,1.94,16215296
Oklahoma,2023,4,101.21,92.19,0.25,18.65,3.05,3.36,0.97,7.84,0.5900000000000001,0.6699999999999999,4.21,26.45,4.390000000000001,2.46,0.72,20269120
Oklahoma,2023,5,77.77,71.46000000000001,0.25,14.76,2.56,2.63,0.77,5.28,0.0,0.27,4.13,20.419999999999998,3.2,1.5,0.0,16215296
Oklahoma,2023,6,76.32,70.61,0.0,14.6,2.27,2.6399999999999997,0.89,5.25,0.0,0.0,4.49,21.41,2.84,0.3,0.0,16215296
Oklahoma,2023,7,94.56,87.0,0.25,18.77,2.68,3.16,0.62,5.94,0.0,0.3,7.3,23.75,3.42,0.0,0.0,20269120
Oklahoma,2023,8,73.66,68.7,0.0,15.25,2.12,2.3,0.25,4.71,0.0,0.0,7.42,17.78,2.54,0.8200000000000001,0.0,16215296
Oklahoma,2023,9,43.52,42.41,0.25,9.52,1.01,1.29,0.0,2.69,0.0,0.0,4.37,11.57,1.75,0.79,0.0,12161472
Oregon,2023,1,83.58,75.13,0.24,15.8,2.82,4.04,1.3,3.38,1.28,0.81,1.52,15.450000000000001,4.87,3.24,1.8900000000000001,16933432
Oregon,2023,2,81.41,72.8,0.0,15.35,2.67,3.85,0.0,4.02,1.25,0.31,1.3,16.04,4.2,2.19,1.31,16933432
Oregon,2023,3,80.39,72.13,0.5,14.84,2.27,3.59,0.0,3.7,1.09,0.0,1.4100000000000001,15.66,4.45,2.44,1.48,16933432
Oregon,2023,4,96.72999999999999,86.9,0.0,18.81,3.35,4.26,0.5,5.27,1.3,0.48,2.58,17.81,5.24,2.31,1.11,21166790
Oregon,2023,5,70.32000000000001,62.63,0.0,13.77,2.2199999999999998,3.36,0.0,3.52,1.27,0.48,2.25,12.7,3.5,0.99,0.26,16933432
Oregon,2023,6,72.95,65.24,0.26,15.219999999999999,2.51,3.61,0.0,3.52,0.52,0.24,2.27,13.25,4.05,0.43,0.28,16933432
Oregon,2023,7,91.92,83.57,0.0,19.04,2.6399999999999997,4.0,0.0,3.99,0.9,0.24,5.46,16.44,4.96,0.5,0.0,21166790
Oregon,2023,8,69.92,64.75,0.0,14.73,1.97,3.05,0.0,3.33,0.8300000000000001,0.33,5.6,11.620000000000001,3.9,0.5,0.0,16933432
Oregon,2023,9,36.92,35.91,0.0,8.59,0.54,1.8699999999999999,0.0,1.8900000000000001,0.0,0.0,2.41,6.52,1.96,0.0,0.0,12700074
Pennsylvania,2023,1,91.50999999999999,83.62,1.51,16.23,2.29,2.67,1.92,4.32,1.68,1.9300000000000002,1.34,20.41,4.52,5.37,3.63,51846732
Pennsylvania,2023,2,86.12,78.42,1.78,16.490000000000002,2.33,2.5,1.22,3.88,1.61,1.8399999999999999,1.37,19.28,4.07,3.68,2.4,51846732
Pennsylvania,2023,3,84.87,77.63,1.68,16.66,2.3,2.51,1.03,3.54,1.58,1.97,1.37,19.58,4.0600000000000005,3.04,1.8,51846732
Pennsylvania,2023,4,101.7,92.38,2.2600000000000002,19.84,2.74,3.0,1.3,4.54,2.0700000000000003,2.32,1.84,22.67,4.71,2.26,1.27,64808415
Pennsylvania,2023,5,78.93,71.65,1.4300000000000002,16.41,2.24,2.1,1.08,3.41,1.31,1.77,1.51,17.98,4.19,0.9500000000000001,0.61,51846732
Pennsylvania,2023,6,78.11,71.15,1.44,16.96,2.11,2.0,0.96,3.38,1.2999999999999998,1.63,1.8599999999999999,17.28,3.4,0.76,0.44,51846732
Pennsylvania,2023,7,94.04,86.42,1.95,20.59,2.5700000000000003,2.58,1.09,3.94,1.65,2.06,3.56,20.4,4.23,0.6699999999999999,0.31,64808415
Pennsylvania,2023,8,73.96,68.78,1.3800000000000001,16.22,1.8699999999999999,2.0300000000000002,0.97,2.79,1.28,1.62,3.79,15.91,3.23,0.88,0.63,51846732
Pennsylvania,2023,9,48.11,47.2,0.9,10.89,1.2,1.35,0.64,2.11,0.91,1.1600000000000001,3.27,10.57,2.08,1.07,0.75,38885049
Puerto Rico,2023,1,89.96000000000001,84.5,2.34,12.11,7.83,7.74,2.31,2.89,0.78,3.71,1.15,18.18,2.66,4.49,3.78,12822764
Puerto Rico,2023,2,86.91,81.71000000000001,2.25,12.23,7.62,7.67,2.06,2.9,1.49,2.41,1.61,15.41,3.18,3.3,2.91,12822764
Puerto Rico,2023,3,82.82,77.14,2.25,12.76,7.04,7.2,2.25,2.65,0.34,2.9,1.59,14.690000000000001,3.4699999999999998,1.56,0.78,12822764
Puerto Rico,2023,4,95.49,89.48,1.66,15.29,9.2,7.61,2.75,2.71,0.9,3.71,1.9900000000000002,18.43,3.65,0.6799999999999999,0.31,16028455
Puerto Rico,2023,5,78.64,73.43,1.28,12.6,6.22,7.23,1.7799999999999998,2.06,0.34,3.3000000000000003,2.31,14.85,2.52,1.91,1.53,12822764
Puerto Rico,2023,6,82.47,77.42,0.71,13.1,7.14,7.83,2.41,2.46,0.65,3.0300000000000002,2.29,14.23,2.4699999999999998,3.31,2.9,12822764
Puerto Rico,2023,7,100.36,95.09,1.4100000000000001,16.09,8.85,9.69,1.5899999999999999,2.75,0.31,3.16,3.42,16.88,3.7800000000000002,4.02,3.4699999999999998,16028455
Puerto Rico,2023,8,79.78999999999999,76.24,1.3699999999999999,13.540000000000001,6.46,7.18,2.1,2.28,1.06,2.69,2.8600000000000003,13.81,3.0,2.26,1.84,12822764
Puerto Rico,2023,9,48.85,47.45,0.81,8.209999999999999,4.99,4.18,1.25,1.44,0.68,1.8699999999999999,1.88,8.61,1.8800000000000001,1.34,1.0899999999999999,9617073
Rhode Island,2023,1,86.95,79.28999999999999,0.0,16.7,0.0,4.65,0.0,3.74,0.0,0.0,0.0,19.060000000000002,2.19,4.28,0.0,4383848
Rhode Island,2023,2,78.65,69.89,0.0,15.15,0.0,2.18,0.0,2.09,0.0,0.0,0.0,18.52,4.28,0.0,0.0,4383848
Rhode Island,2023,3,78.83,71.53999999999999,0.0,16.6,0.0,2.8200000000000003,0.0,0.0,0.0,0.0,0.0,15.870000000000001,4.5600000000000005,0.0,0.0,4383848
Rhode Island,2023,4,98.81,89.8,0.0,18.8,1.0,5.75,0.0,1.9100000000000001,0.0,0.0,0.0,21.82,3.38,0.0,0.0,5479810
Rhode Island,2023,5,71.63,64.78,0.0,16.52,0.0,1.0,0.0,0.0,0.0,0.0,1.09,15.87,0.0,0.0,0.0,4383848
Rhode Island,2023,6,72.0,67.98,0.0,15.959999999999999,0.91,2.37,0.0,0.0,0.0,0.0,3.64,15.69,0.91,0.0,0.0,4383848
Rhode Island,2023,7,86.6,81.39,0.0,18.34,0.0,1.09,0.0,3.56,0.0,0.0,6.58,17.240000000000002,1.19,0.0,0.0,5479810
Rhode Island,2023,8,64.23,60.87,0.0,13.68,0.91,0.91,0.0,1.0,0.0,0.0,6.02,12.86,2.09,0.0,0.0,4383848
Rhode Island,2023,9,48.08,46.35,0.0,10.3,0.0,1.28,0.0,1.09,0.0,0.0,3.6500000000000004,9.5,0.91,0.0,0.0,3287886
South Carolina,2023,1,88.48,79.91,1.3599999999999999,15.64,2.83,3.8200000000000003,1.2,4.5600000000000005,1.48,1.49,0.0,18.78,4.26,6.65,4.26,21494220
South Carolina,2023,2,84.72,75.13,1.15,15.280000000000001,2.33,3.51,1.2,4.81,1.45,1.26,0.0,17.73,4.07,3.79,1.95,21494220
South Carolina,2023,3,84.01,74.5,1.1800000000000002,16.33,2.33,2.91,0.52,3.84,1.1400000000000001,1.27,0.0,18.33,4.390000000000001,2.27,1.12,21494220
South Carolina,2023,4,99.2,88.57,1.6,19.25,2.94,4.22,0.61,4.71,1.71,1.57,0.45,21.16,4.78,1.65,0.7,26867775
South Carolina,2023,5,77.12,68.22,1.06,15.07,2.35,2.84,0.2,3.86,1.17,1.13,1.05,16.35,4.08,1.21,0.22,21494220
South Carolina,2023,6,78.31,69.74,0.8,14.91,2.14,3.61,0.7,3.3200000000000003,1.6600000000000001,1.35,1.9300000000000002,16.58,3.92,0.8700000000000001,0.0,21494220
South Carolina,2023,7,97.39,88.58,1.56,19.6,2.74,3.95,0.45,4.22,1.6400000000000001,1.48,4.34,19.47,5.09,0.45999999999999996,0.0,26867775
South Carolina,2023,8,76.42,71.17,1.11,15.59,2.06,3.31,0.39,3.27,1.43,1.06,5.84,14.96,3.4699999999999998,1.1,0.89,21494220
South Carolina,2023,9,51.67,50.04,0.63,10.98,1.43,2.1,0.24,2.55,0.78,0.87,4.5600000000000005,9.8,2.63,1.46,1.15,16120665
South Dakota,2023,1,76.57,70.49000000000001,0.0,13.16,1.2,3.49,0.0,2.4000000000000004,0.0,0.0,0.0,16.11,1.31,0.0,0.0,3677272
South Dakota,2023,2,69.73,63.97,0.0,13.91,1.09,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.31,1.2,0.0,3677272
South Dakota,2023,3,70.16,64.4,0.0,14.25,0.0,1.09,0.0,1.2,0.0,0.0,0.0,14.03,2.07,0.0,0.0,3677272
South Dakota,2023,4,90.39,84.09,0.0,19.03,0.0,0.0,0.0,4.69,0.0,0.0,0.0,20.45,4.029999999999999,0.0,0.0,4596590
South Dakota,2023,5,69.62,62.0,0.0,13.49,0.0,1.09,0.0,1.41,0.0,0.0,0.0,14.35,1.31,0.0,0.0,3677272
South Dakota,2023,6,66.9,60.7,0.0,15.56,0.0,0.0,0.0,1.31,0.0,0.0,0.0,14.469999999999999,1.09,0.0,0.0,3677272
South Dakota,2023,7,86.80000000000001,78.88,0.0,19.15,0.0,1.09,0.0,0.0,0.0,0.0,0.0,17.189999999999998,2.51,0.0,0.0,4596590
South Dakota,2023,8,66.9,60.05,0.0,15.549999999999999,0.0,0.0,0.0,1.09,0.0,0.0,0.0,13.93,0.0,0.0,0.0,3677272
South Dakota,2023,9,30.46,28.82,0.0,7.289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,2757954
Tennessee,2023,1,98.13,87.71000000000001,1.23,16.71,2.87,3.2,2.18,5.359999999999999,1.52,1.5,1.02,21.89,4.24,5.76,3.9,28505956
Tennessee,2023,2,92.05,81.91,1.2999999999999998,17.06,3.13,2.78,1.31,4.97,1.0699999999999998,1.32,0.91,20.18,4.77,4.09,2.73,28505956
Tennessee,2023,3,90.87,80.4,1.13,17.34,2.98,2.6799999999999997,1.56,5.12,1.3,1.49,1.14,19.8,4.17,2.8,1.9300000000000002,28505956
Tennessee,2023,4,110.93,97.69,1.5099999999999998,20.68,3.63,3.18,1.58,6.35,1.33,1.6700000000000002,1.73,25.41,5.3100000000000005,2.58,1.51,35632445
Tennessee,2023,5,86.3,76.72999999999999,1.1,15.59,2.75,2.61,1.17,5.29,1.02,1.4700000000000002,1.81,18.990000000000002,4.51,1.38,0.8400000000000001,28505956
Tennessee,2023,6,84.09,74.25999999999999,0.99,15.99,2.5,3.08,1.3599999999999999,4.53,1.36,1.44,1.82,18.3,3.9800000000000004,0.84,0.32,28505956
Tennessee,2023,7,103.8,93.03,1.3599999999999999,20.83,3.09,3.67,1.5,4.82,1.23,1.38,4.199999999999999,22.42,5.11,0.6,0.0,35632445
Tennessee,2023,8,82.64,77.09,1.16,15.92,2.37,2.77,1.3,3.8600000000000003,0.72,1.33,6.34,17.7,4.07,1.5999999999999999,1.0899999999999999,28505956
Tennessee,2023,9,54.93000000000001,53.14,0.69,10.620000000000001,1.88,2.05,0.86,3.37,0.7,0.8400000000000001,4.95,10.879999999999999,2.71,1.55,1.15,21379467
Texas,2023,1,64.55,59.14,1.15,11.47,2.32,2.87,1.1400000000000001,2.91,1.04,1.28,0.86,13.86,3.34,3.34,2.44,122013204
Texas,2023,2,61.86,56.64,0.9000000000000001,11.5,2.14,2.71,0.9299999999999999,2.8,0.99,1.3399999999999999,1.05,13.48,3.22,2.17,1.44,122013204
Texas,2023,3,59.4,54.16,0.9,11.43,2.0,2.45,0.85,2.64,1.17,1.31,0.91,12.98,3.15,1.47,0.95,122013204
Texas,2023,4,71.43,64.78,1.12,13.82,2.37,3.02,0.87,3.27,1.26,1.33,1.01,15.41,3.88,1.27,0.84,152516505
Texas,2023,5,56.01,50.730000000000004,0.76,11.27,1.79,2.4,0.65,2.51,0.99,1.1700000000000002,0.94,12.04,3.02,0.65,0.43,122013204
Texas,2023,6,56.620000000000005,51.06,0.73,11.29,1.8599999999999999,2.48,0.6100000000000001,2.28,0.97,1.25,1.33,12.54,2.86,0.49,0.31,122013204
Texas,2023,7,69.66,63.47,1.09,13.76,2.16,2.9,0.77,2.8,1.1600000000000001,1.37,3.02,14.6,3.54,0.44999999999999996,0.25,152516505
Texas,2023,8,54.49,50.78,0.8,11.01,1.48,2.32,0.52,2.21,0.98,1.1,4.18,10.93,2.8,0.76,0.55,122013204
Texas,2023,9,30.93,30.33,0.54,6.89,0.95,1.51,0.34,1.33,0.56,0.61,2.25,6.289999999999999,1.71,0.71,0.52,91509903
United States,2023,1,78.37,71.42,1.11,14.18,2.41,2.96,1.6600000000000001,3.85,1.29,1.4000000000000001,0.99,17.14,4.02,4.1,2.77,1339659580
United States,2023,2,74.59,67.75999999999999,1.0,14.23,2.37,2.7800000000000002,1.12,3.6,1.2,1.35,1.04,16.57,3.8899999999999997,2.76,1.78,1339659580
United States,2023,3,72.89,66.21,1.01,14.06,2.27,2.6100000000000003,1.05,3.54,1.21,1.33,1.1400000000000001,16.25,3.79,2.17,1.38,1339659580
United States,2023,4,88.11,79.76,1.2,17.23,2.75,3.2199999999999998,1.22,4.37,1.45,1.57,1.62,19.51,4.640000000000001,1.8599999999999999,1.1600000000000001,1674574475
United States,2023,5,68.11,61.63,0.9,13.83,2.09,2.41,0.9299999999999999,3.2199999999999998,1.13,1.25,1.5,14.94,3.62,0.98,0.5800000000000001,1339659580
United States,2023,6,67.09,60.839999999999996,0.89,13.86,2.01,2.41,0.88,3.1100000000000003,1.06,1.22,1.8399999999999999,14.69,3.52,0.75,0.44,1339659580
United States,2023,7,82.53999999999999,75.55,1.1,17.3,2.48,2.94,0.99,3.74,1.3,1.43,3.62,17.67,4.28,0.77,0.47000000000000003,1674574475
United States,2023,8,65.01,60.87,0.85,13.85,1.9,2.42,0.75,2.8899999999999997,1.07,1.1400000000000001,4.03,13.51,3.46,0.98,0.66,1339659580
United States,2023,9,40.58,39.58,0.55,8.969999999999999,1.15,1.65,0.51,1.9,0.66,0.73,2.83,8.62,2.2,0.94,0.66,1004744685
Utah,2023,1,53.51,47.510000000000005,0.7,8.23,1.3199999999999998,2.75,1.26,2.6399999999999997,0.38,0.35,0.0,11.15,2.3200000000000003,0.79,0.32,13670936
Utah,2023,2,49.71,44.010000000000005,0.0,9.33,1.4100000000000001,2.34,0.0,2.05,0.29,0.0,0.0,10.77,1.44,0.0,0.0,13670936
Utah,2023,3,48.599999999999994,44.06,0.29,8.11,1.52,2.08,0.0,2.2,0.35,0.29,0.0,10.15,2.06,0.6699999999999999,0.0,13670936
Utah,2023,4,61.83,54.6,0.0,10.15,2.05,3.17,0.0,2.7,0.0,0.0,0.35,13.72,2.69,0.0,0.0,17088670
Utah,2023,5,47.459999999999994,42.04,0.0,8.25,1.64,1.9300000000000002,0.0,1.88,0.29,0.29,0.0,10.27,2.11,0.0,0.0,13670936
Utah,2023,6,46.17,40.67,0.29,8.1,1.64,2.0,0.0,1.76,0.41,0.6399999999999999,0.0,9.68,1.52,0.0,0.0,13670936
Utah,2023,7,58.019999999999996,51.79,0.0,10.27,1.99,2.49,0.0,2.52,0.35,0.32,2.02,11.44,2.51,0.0,0.0,17088670
Utah,2023,8,46.760000000000005,43.1,0.0,8.32,1.1099999999999999,2.25,0.0,1.9,0.29,0.0,3.83,8.95,2.05,0.0,0.0,13670936
Utah,2023,9,31.490000000000002,30.54,0.0,6.0,0.38,1.88,0.0,1.05,0.0,0.0,3.13,6.5,1.35,0.0,0.0,10253202
Vermont,2023,1,82.78,73.83,0.0,18.08,0.0,1.7,0.0,1.54,0.0,0.0,0.0,19.61,0.0,0.0,0.0,2589856
Vermont,2023,2,80.63,70.42,0.0,14.05,0.0,0.0,0.0,1.54,0.0,0.0,0.0,18.69,0.0,2.01,0.0,2589856
Vermont,2023,3,80.46000000000001,74.14,0.0,17.3,0.0,0.0,0.0,3.55,0.0,0.0,0.0,19.299999999999997,0.0,0.0,0.0,2589856
Vermont,2023,4,98.69,87.57,0.0,23.02,0.0,0.0,0.0,1.54,0.0,0.0,0.0,20.07,0.0,1.54,0.0,3237320
Vermont,2023,5,69.2,61.32,0.0,13.44,0.0,1.85,0.0,0.0,0.0,0.0,0.0,14.989999999999998,0.0,0.0,0.0,2589856
Vermont,2023,6,71.35,64.72,0.0,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.290000000000001,0.0,0.0,0.0,2589856
Vermont,2023,7,89.58,79.69,0.0,23.01,0.0,0.0,0.0,3.55,0.0,0.0,0.0,18.07,0.0,0.0,0.0,3237320
Vermont,2023,8,68.25999999999999,63.32,0.0,16.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.59,0.0,0.0,0.0,2589856
Vermont,2023,9,50.34,46.64,0.0,11.12,0.0,0.0,0.0,0.0,0.0,0.0,2.93,11.74,0.0,0.0,0.0,1942392
Virginia,2023,1,75.09,68.95,0.79,13.440000000000001,2.45,2.19,1.22,3.6399999999999997,1.4,1.44,0.8500000000000001,15.65,3.88,4.79,3.17,34862792
Virginia,2023,2,72.95,66.72,0.91,13.76,2.35,2.39,0.78,3.43,1.4500000000000002,1.5,0.89,15.36,4.47,3.32,2.05,34862792
Virginia,2023,3,69.22999999999999,63.21,1.03,14.05,2.52,1.69,0.79,2.6799999999999997,1.27,1.54,0.88,14.25,3.79,1.75,1.2,34862792
Virginia,2023,4,83.35,75.88,1.23,16.56,2.62,2.4299999999999997,0.9400000000000001,3.49,1.32,1.94,1.29,18.34,4.41,1.51,0.87,43578490
Virginia,2023,5,64.69,59.42,0.93,13.74,2.04,1.72,0.69,3.02,1.1400000000000001,1.21,1.81,13.97,3.48,0.75,0.25,34862792
Virginia,2023,6,64.42,59.9,0.8500000000000001,14.17,1.97,1.65,0.9,2.87,1.17,1.32,3.15,13.71,3.4699999999999998,0.47000000000000003,0.25,34862792
Virginia,2023,7,78.66,73.88,0.89,17.43,2.66,2.45,0.79,3.39,1.71,1.79,4.54,16.16,4.23,0.53,0.0,43578490
Virginia,2023,8,64.58,60.58,0.84,14.11,1.98,2.05,0.44,2.81,1.31,1.04,3.6900000000000004,13.31,3.3200000000000003,0.85,0.5,34862792
Virginia,2023,9,42.56,41.04,0.5,9.45,1.42,1.42,0.55,1.63,0.61,0.71,2.4,9.14,2.5300000000000002,0.8200000000000001,0.55,26147094
Washington,2023,1,71.71000000000001,63.5,0.73,14.19,1.8900000000000001,3.96,1.1099999999999999,3.27,1.15,0.4,0.8200000000000001,13.469999999999999,3.38,2.52,1.6099999999999999,31251520
Washington,2023,2,66.42999999999999,59.46,0.8200000000000001,13.44,2.14,3.3,0.77,2.88,0.65,0.49,0.8200000000000001,12.66,3.23,2.27,1.41,31251520
Washington,2023,3,67.18,59.019999999999996,0.56,13.34,2.0,3.24,0.52,2.74,0.9,0.6,1.05,12.92,3.1999999999999997,1.86,1.26,31251520
Washington,2023,4,82.65,72.8,0.72,16.8,2.6,4.71,0.6799999999999999,3.54,1.22,0.33,1.1400000000000001,16.19,3.92,2.2399999999999998,1.36,39064400
Washington,2023,5,61.47,53.86,0.35,13.129999999999999,1.88,2.73,0.65,2.7,0.91,0.44,1.01,11.4,2.6,0.9800000000000001,0.44,31251520
Washington,2023,6,60.56,53.58,0.65,13.129999999999999,1.61,3.1,0.74,2.7,0.5900000000000001,0.67,1.58,11.27,2.7800000000000002,0.7000000000000001,0.15,31251520
Washington,2023,7,74.62,66.11,0.63,16.23,2.12,3.46,0.3,3.0,1.07,0.18,2.85,13.85,3.56,0.51,0.14,39064400
Washington,2023,8,60.129999999999995,54.42,0.43000000000000005,13.55,1.7,2.9,0.0,2.22,1.0,0.35,3.28,10.969999999999999,2.76,1.06,0.64,31251520
Washington,2023,9,37.8,36.43,0.28,8.96,1.01,1.97,0.18,1.56,0.6,0.13,2.3,6.96,1.95,1.04,0.76,23438640
West Virginia,2023,1,118.13,106.21,0.68,18.58,4.91,3.16,2.71,8.36,0.68,2.87,2.6,24.75,5.1899999999999995,7.06,4.97,7080284
West Virginia,2023,2,117.80000000000001,105.92,0.0,21.8,4.52,2.4299999999999997,1.4100000000000001,8.53,0.62,1.4700000000000002,2.09,26.11,4.01,6.779999999999999,4.6899999999999995,7080284
West Virginia,2023,3,106.9,95.25,0.0,20.01,3.95,1.81,0.0,7.0,0.0,2.09,0.56,21.35,3.66,4.12,2.87,7080284
West Virginia,2023,4,133.1,118.42,0.0,23.95,4.87,1.4700000000000002,2.31,8.02,1.4100000000000001,0.85,1.6800000000000002,29.43,5.6,1.6300000000000001,0.73,8850355
West Virginia,2023,5,100.0,88.47,0.0,19.48,3.5,1.35,1.9700000000000002,5.4799999999999995,0.56,0.62,1.2400000000000002,21.41,4.86,0.0,0.0,7080284
West Virginia,2023,6,94.75,84.23,0.0,18.71,3.45,2.37,1.97,6.16,0.0,0.0,1.4100000000000001,19.88,4.63,0.0,0.0,7080284
West Virginia,2023,7,124.3,112.82,0.0,22.88,5.09,1.7400000000000002,0.0,7.29,0.0,1.92,6.88,26.5,5.140000000000001,0.0,0.0,8850355
West Virginia,2023,8,98.7,93.55,0.0,19.78,4.23,2.2,0.68,5.029999999999999,1.2400000000000002,0.68,7.85,19.61,4.41,0.0,0.0,7080284
West Virginia,2023,9,66.33,63.84,0.0,13.22,1.7,0.56,0.0,4.12,0.0,0.0,6.609999999999999,13.95,3.16,1.69,0.68,5310213
Wisconsin,2023,1,81.53999999999999,73.93,1.03,15.58,2.16,3.59,1.83,3.7600000000000002,0.91,1.01,1.3,17.240000000000002,3.59,2.85,1.73,23643820
Wisconsin,2023,2,76.58,69.34,0.66,15.51,1.94,3.0300000000000002,0.86,3.3200000000000003,1.15,1.0899999999999999,1.21,17.16,3.54,2.54,1.69,23643820
Wisconsin,2023,3,75.31,68.43,0.73,14.07,2.01,3.19,0.63,3.24,1.3,1.02,1.78,17.369999999999997,3.65,2.4699999999999998,1.71,23643820
Wisconsin,2023,4,91.95,84.16,0.98,18.17,2.1500000000000004,3.97,0.5900000000000001,4.34,1.53,1.26,3.04,20.520000000000003,4.51,2.1799999999999997,1.47,29554775
Wisconsin,2023,5,72.7,66.03,0.65,15.42,1.8399999999999999,2.99,0.44,3.29,0.93,1.05,2.59,16.01,3.49,1.03,0.2,23643820
Wisconsin,2023,6,72.65,65.83,0.86,15.45,1.99,2.64,0.37,2.97,0.92,1.13,2.63,15.6,3.55,0.2,0.0,23643820
Wisconsin,2023,7,86.19,78.74,0.6900000000000001,17.62,2.22,3.0,0.42000000000000004,3.67,1.01,1.1600000000000001,4.1,19.46,3.86,0.17,0.0,29554775
Wisconsin,2023,8,69.27,63.98,0.24,15.66,1.45,2.67,0.0,2.99,0.9299999999999999,1.13,4.08,14.7,3.3200000000000003,0.39,0.0,23643820
Wisconsin,2023,9,44.599999999999994,43.5,0.43,10.27,1.01,2.08,0.19,1.8,0.5900000000000001,0.61,2.95,9.42,2.58,0.24,0.0,17732865
Wyoming,2023,1,72.58,63.69,0.0,12.15,0.0,0.0,0.0,2.91,0.0,0.0,0.0,10.96,0.0,0.0,0.0,2336228
Wyoming,2023,2,69.85,61.980000000000004,0.0,12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74,0.0,0.0,0.0,2336228
Wyoming,2023,3,67.96000000000001,61.47,0.0,11.120000000000001,0.0,0.0,0.0,1.88,0.0,0.0,0.0,14.040000000000001,0.0,0.0,0.0,2336228
Wyoming,2023,4,91.43,82.19,0.0,16.09,0.0,0.0,0.0,5.65,0.0,0.0,0.0,20.380000000000003,0.0,0.0,0.0,2920285
Wyoming,2023,5,67.12,58.38,0.0,7.869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.24,0.0,0.0,0.0,2336228
Wyoming,2023,6,61.81,52.56,0.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69,0.0,0.0,0.0,2336228
Wyoming,2023,7,87.15,78.94,0.0,18.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.95,0.0,0.0,0.0,2920285
Wyoming,2023,8,68.66,61.81,0.0,15.24,0.0,0.0,0.0,0.0,0.0,0.0,1.71,13.18,0.0,0.0,0.0,2336228
Wyoming,2023,9,35.09,34.41,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,2.23,4.279999999999999,0.0,0.0,0.0,1752171
